                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                0.70214,                0.47413,                0.85694,                0.66165,                0.53546,                0.52736,                0.35657,                 1.0103,                0.65608,                0.96437,             0.00077401,             0.00077401,             0.00077401
                     78,                0.73425,                0.49002,                0.86433,                0.68761,                0.43135,                0.48032,                0.32449,                 1.0082,                0.66513,                0.96556,             0.00077221,             0.00077221,             0.00077221
                     79,                0.72523,                0.48377,                0.86233,                0.73407,                0.42177,                0.51418,                0.35089,                 1.0084,                0.66833,                0.95783,             0.00077041,             0.00077041,             0.00077041
                     80,                0.71317,                0.47432,                0.85705,                0.63969,                0.52989,                0.57424,                0.40112,                 1.0199,                0.64804,                0.96288,             0.00076861,             0.00076861,             0.00076861
                     81,                0.70366,                0.46126,                0.85716,                0.52965,                0.52897,                0.54534,                0.39312,                 1.0471,                0.66763,                0.96456,             0.00076681,             0.00076681,             0.00076681
                     82,                0.70747,                0.46777,                0.86446,                0.59022,                0.49232,                0.53848,                0.37483,                0.99923,                0.64677,                0.96408,             0.00076501,             0.00076501,             0.00076501
                     83,                0.70641,                0.46697,                0.86126,                0.58869,                0.47596,                0.50395,                 0.3421,                 1.0059,                0.64146,                0.96262,             0.00076321,             0.00076321,             0.00076321
                     84,                0.70125,                0.46647,                0.85804,                0.73602,                0.52136,                0.58939,                0.41737,                 1.0048,                0.64175,                0.95622,             0.00076141,             0.00076141,             0.00076141
                     85,                0.69658,                0.45975,                 0.8556,                0.65566,                0.56764,                0.58352,                0.41872,                 1.0236,                0.65569,                0.95773,             0.00075961,             0.00075961,             0.00075961
                     86,                0.70061,                0.46442,                0.85935,                0.73867,                0.52017,                0.56887,                0.39517,                 1.0041,                0.65223,                0.96179,             0.00075782,             0.00075782,             0.00075782
                     87,                0.70613,                0.47015,                0.85827,                0.68815,                0.52622,                 0.5764,                0.42821,                0.98594,                 0.6603,                0.95931,             0.00075602,             0.00075602,             0.00075602
                     88,                0.70956,                0.47023,                0.86119,                0.57122,                0.54388,                0.53974,                 0.3807,                 1.0064,                0.67182,                0.95588,             0.00075422,             0.00075422,             0.00075422
                     89,                0.71436,                0.46557,                0.85508,                0.56438,                 0.5231,                0.54036,                0.37583,                  1.011,                0.68071,                0.96463,             0.00075242,             0.00075242,             0.00075242
                     90,                0.70237,                0.46749,                0.85799,                0.67383,                0.48724,                0.52792,                0.36459,                 1.0031,                0.63782,                 0.9652,             0.00075062,             0.00075062,             0.00075062
                     91,                0.68305,                0.44853,                0.85391,                0.62538,                0.53291,                0.53715,                0.38715,                 1.0176,                0.66931,                0.96849,             0.00074882,             0.00074882,             0.00074882
                     92,                0.68488,                0.44672,                0.85111,                 0.5454,                0.54776,                0.53396,                0.37398,                  1.016,                0.65684,                0.97038,             0.00074702,             0.00074702,             0.00074702
                     93,                0.67678,                0.43849,                0.85142,                0.56872,                0.53504,                0.51098,                 0.3585,                 1.0189,                0.65245,                0.97484,             0.00074522,             0.00074522,             0.00074522
                     94,                0.67571,                0.43828,                   0.85,                0.58769,                0.52534,                 0.5558,                0.39353,                 1.0067,                 0.6517,                0.97285,             0.00074342,             0.00074342,             0.00074342
                     95,                0.67723,                0.44587,                0.85408,                 0.5985,                0.51768,                0.55625,                0.39687,                 1.0125,                0.65025,                0.97432,             0.00074162,             0.00074162,             0.00074162
                     96,                0.68385,                0.44697,                0.85412,                0.64165,                0.50509,                0.56309,                 0.3931,                0.99764,                0.65078,                0.97194,             0.00073982,             0.00073982,             0.00073982
                     97,                 0.6701,                0.44098,                 0.8529,                0.77216,                0.45902,                0.56985,                  0.404,                 1.0004,                0.65374,                0.96972,             0.00073802,             0.00073802,             0.00073802
                     98,                0.67962,                0.44284,                0.85147,                0.76695,                0.48767,                 0.5718,                0.40191,                 1.0027,                0.63179,                 0.9723,             0.00073622,             0.00073622,             0.00073622
                     99,                0.67628,                0.44275,                0.85402,                0.49537,                0.48155,                0.48431,                0.33052,                0.99595,                0.64021,                0.96569,             0.00073442,             0.00073442,             0.00073442
                    100,                0.65898,                0.43604,                0.85059,                0.53322,                 0.4605,                0.51538,                0.35964,                 0.9917,                0.64843,                0.96446,             0.00073262,             0.00073262,             0.00073262
                    101,                0.68962,                0.44383,                0.84969,                 0.6078,                0.49017,                0.54249,                0.38641,                 1.0153,                0.66518,                0.96807,             0.00073082,             0.00073082,             0.00073082
                    102,                0.66512,                0.43638,                0.84545,                0.62637,                0.48177,                0.55429,                0.38955,                0.97128,                0.63235,                0.95416,             0.00072902,             0.00072902,             0.00072902
                    103,                0.65883,                0.43065,                0.85055,                0.64761,                0.47212,                0.56224,                 0.4187,                 0.9885,                0.64269,                0.96043,             0.00072722,             0.00072722,             0.00072722
                    104,                 0.6573,                0.43182,                0.85168,                0.74201,                  0.519,                0.60466,                0.43773,                 0.9696,                0.63284,                 0.9589,             0.00072542,             0.00072542,             0.00072542
                    105,                0.66395,                0.42886,                0.84584,                0.73023,                0.48997,                 0.5714,                0.40408,                0.98657,                0.65278,                 0.9587,             0.00072362,             0.00072362,             0.00072362
                    106,                0.66372,                0.42892,                0.84661,                0.75134,                0.48945,                0.56703,                0.40497,                0.97915,                0.65038,                0.95241,             0.00072182,             0.00072182,             0.00072182
                    107,                0.65756,                0.42938,                0.84336,                0.50861,                0.53273,                0.50575,                0.35009,                 1.0077,                0.64257,                0.96964,             0.00072002,             0.00072002,             0.00072002
                    108,                0.66068,                0.42619,                 0.8489,                0.61503,                0.56134,                0.56701,                0.38719,                 1.0148,                0.64123,                0.97381,             0.00071822,             0.00071822,             0.00071822
                    109,                0.65143,                0.42528,                  0.848,                0.72891,                0.49877,                0.57213,                0.39722,                 1.0362,                0.64972,                0.98124,             0.00071642,             0.00071642,             0.00071642
                    110,                 0.6413,                0.41924,                0.84558,                0.73631,                0.54428,                0.59781,                0.42568,                 0.9997,                0.64147,                0.95971,             0.00071462,             0.00071462,             0.00071462
                    111,                0.65401,                0.42902,                0.84832,                0.66739,                0.55269,                0.60069,                0.42641,                0.97932,                0.61489,                0.96098,             0.00071282,             0.00071282,             0.00071282
                    112,                0.64947,                0.42521,                0.84855,                0.71312,                0.57678,                0.58934,                0.42041,                 0.9986,                0.63339,                0.96587,             0.00071102,             0.00071102,             0.00071102
                    113,                0.64889,                0.42433,                0.84648,                0.70613,                0.51477,                0.56365,                0.39736,                 1.0154,                0.64651,                0.97376,             0.00070922,             0.00070922,             0.00070922
                    114,                0.66427,                0.43473,                0.85375,                0.74875,                 0.5071,                0.54686,                0.37836,                 1.0031,                0.65568,                0.97742,             0.00070742,             0.00070742,             0.00070742
                    115,                0.65088,                0.41852,                0.84816,                 0.6603,                0.53852,                0.56665,                0.38146,                0.99695,                0.63729,                0.97555,             0.00070562,             0.00070562,             0.00070562
                    116,                0.65431,                0.42109,                0.84705,                0.60258,                0.51322,                0.53045,                0.36216,                 1.0054,                 0.6661,                0.97389,             0.00070382,             0.00070382,             0.00070382
                    117,                0.63342,                0.41477,                0.84336,                0.71715,                0.43521,                0.52573,                0.36098,                0.99898,                0.64737,                0.96881,             0.00070202,             0.00070202,             0.00070202
                    118,                0.63041,                0.41434,                0.84083,                0.51379,                0.54006,                0.52483,                0.36261,                 1.0077,                0.65874,                0.97191,             0.00070022,             0.00070022,             0.00070022
                    119,                0.65574,                0.42015,                0.84698,                0.52814,                0.53438,                0.52339,                0.36263,                      1,                 0.6683,                0.96753,             0.00069842,             0.00069842,             0.00069842
                    120,                0.64589,                0.41693,                0.84408,                0.57747,                0.55698,                0.52948,                0.35509,                 1.0168,                0.65368,                 0.9703,             0.00069662,             0.00069662,             0.00069662
                    121,                0.63652,                 0.4101,                0.84258,                0.68827,                0.46042,                0.52036,                0.35278,                 1.0221,                0.65926,                0.97687,             0.00069482,             0.00069482,             0.00069482
                    122,                0.63838,                0.40821,                0.84243,                0.68334,                0.51632,                0.55957,                0.36839,                 1.0105,                0.62469,                 0.9738,             0.00069302,             0.00069302,             0.00069302
                    123,                0.63585,                0.41347,                0.84069,                0.58397,                0.60239,                0.58675,                0.39303,                0.99128,                0.62966,                0.96935,             0.00069122,             0.00069122,             0.00069122
                    124,                0.63921,                0.41399,                0.84548,                0.76703,                0.48492,                0.58171,                0.40155,                0.99763,                0.64967,                 0.9755,             0.00068942,             0.00068942,             0.00068942
                    125,                0.62627,                0.41123,                 0.8413,                0.63644,                0.53218,                 0.5423,                0.37059,                 1.0069,                0.62583,                0.97319,             0.00068762,             0.00068762,             0.00068762
                    126,                0.62616,                0.40636,                0.84561,                0.61121,                0.42853,                0.50634,                0.35056,                 0.9747,                0.63834,                0.95563,             0.00068582,             0.00068582,             0.00068582
                    127,                0.63453,                0.41152,                 0.8378,                0.53505,                0.53034,                0.52369,                0.35407,                0.98342,                0.64079,                0.96095,             0.00068402,             0.00068402,             0.00068402
                    128,                0.63036,                0.41232,                0.83885,                0.62841,                0.48309,                0.54422,                0.36927,                 1.0013,                0.63876,                0.96889,             0.00068222,             0.00068222,             0.00068222
                    129,                0.60382,                0.40269,                0.83852,                0.58139,                 0.4929,                0.52109,                0.34695,                 1.0067,                0.63153,                0.96875,             0.00068042,             0.00068042,             0.00068042
                    130,                0.62365,                0.40186,                 0.8356,                0.68794,                0.47052,                0.53126,                  0.379,                 1.0043,                0.62965,                0.95867,             0.00067862,             0.00067862,             0.00067862
                    131,                0.62189,                0.40475,                0.83979,                0.42314,                0.54068,                0.49301,                0.34093,                0.98642,                0.64247,                0.96448,             0.00067682,             0.00067682,             0.00067682
                    132,                 0.6348,                0.41224,                0.84108,                0.60736,                0.48861,                0.51569,                0.36135,                 1.0112,                0.66017,                0.97109,             0.00067502,             0.00067502,             0.00067502
                    133,                0.62289,                0.40211,                0.84387,                0.63529,                 0.4022,                0.50142,                0.35763,                 1.0113,                0.64827,                  0.971,             0.00067322,             0.00067322,             0.00067322
                    134,                0.61475,                0.40174,                0.84467,                0.61631,                0.51399,                0.51002,                0.34092,                0.99507,                0.66278,                0.97527,             0.00067142,             0.00067142,             0.00067142
                    135,                0.61666,                0.39623,                0.83934,                 0.6923,                 0.5013,                0.54928,                0.36861,                 1.0084,                0.65632,                0.96997,             0.00066962,             0.00066962,             0.00066962
                    136,                0.63195,                0.40752,                0.84298,                0.76146,                0.50324,                0.57162,                0.40085,                0.99387,                0.63946,                0.96763,             0.00066782,             0.00066782,             0.00066782
                    137,                0.61269,                0.39918,                0.84169,                0.74466,                0.50027,                0.56711,                0.38239,                 1.0053,                0.63648,                0.97654,             0.00066602,             0.00066602,             0.00066602
                    138,                0.61595,                0.39535,                0.83875,                0.78264,                0.45868,                0.57013,                0.40202,                 1.0117,                0.63441,                0.98257,             0.00066422,             0.00066422,             0.00066422
                    139,                0.61535,                0.39961,                0.83939,                0.70933,                0.48764,                0.56345,                0.38577,                 1.0137,                0.62401,                0.98128,             0.00066242,             0.00066242,             0.00066242
                    140,                0.61116,                0.40112,                0.84111,                0.58197,                0.52276,                0.52537,                0.34631,                 1.0148,                0.67197,                0.97864,             0.00066062,             0.00066062,             0.00066062
                    141,                 0.6204,                 0.3983,                0.83917,                0.71747,                0.42433,                0.51128,                0.35493,                 1.0357,                0.65612,                0.98193,             0.00065883,             0.00065883,             0.00065883
                    142,                0.62938,                0.40917,                0.84338,                0.50691,                0.56888,                0.52786,                0.35891,                 1.0055,                0.63714,                0.97694,             0.00065703,             0.00065703,             0.00065703
                    143,                0.63451,                0.40267,                0.84233,                0.73393,                0.54698,                0.57802,                 0.4049,                 1.0028,                0.63345,                0.97298,             0.00065523,             0.00065523,             0.00065523
                    144,                0.60916,                 0.3988,                 0.8385,                0.74667,                0.53278,                0.59036,                0.41466,                0.99087,                0.63467,                0.96221,             0.00065343,             0.00065343,             0.00065343
                    145,                0.60408,                0.39496,                0.83705,                0.82076,                0.42426,                0.52324,                0.36579,                0.99257,                0.63215,                0.95932,             0.00065163,             0.00065163,             0.00065163
                    146,                0.60319,                0.39414,                0.83771,                0.66143,                0.48203,                0.54267,                0.36175,                 1.0076,                0.65142,                 0.9788,             0.00064983,             0.00064983,             0.00064983
                    147,                0.60339,                0.39038,                0.83651,                0.70814,                0.48238,                0.53378,                0.36465,                0.97609,                 0.6341,                0.96515,             0.00064803,             0.00064803,             0.00064803
                    148,                0.61908,                0.40311,                 0.8417,                0.74178,                0.43886,                0.53041,                0.36846,                0.98863,                0.64432,                0.96581,             0.00064623,             0.00064623,             0.00064623
                    149,                0.61616,                0.40182,                0.84048,                0.76157,                0.46204,                0.54648,                0.37185,                0.98954,                0.64319,                0.96939,             0.00064443,             0.00064443,             0.00064443
                    150,                0.60959,                0.39475,                0.84107,                0.73314,                0.37995,                0.48944,                 0.3386,                0.98481,                0.64287,                0.97002,             0.00064263,             0.00064263,             0.00064263
                    151,                0.61546,                0.38897,                0.83707,                0.66469,                 0.4035,                0.48302,                0.32761,                 1.0237,                0.66255,                0.98249,             0.00064083,             0.00064083,             0.00064083
                    152,                0.59769,                0.38662,                0.83545,                0.66463,                0.39252,                0.48227,                0.32813,                0.98538,                 0.6447,                 0.9665,             0.00063903,             0.00063903,             0.00063903
                    153,                0.59419,                0.38851,                0.83657,                0.64682,                0.42609,                0.51682,                0.35838,                0.99517,                0.63509,                0.96703,             0.00063723,             0.00063723,             0.00063723
                    154,                0.60166,                0.39186,                 0.8378,                0.61978,                0.50336,                 0.5098,                0.35752,                 1.0019,                 0.6414,                0.96574,             0.00063543,             0.00063543,             0.00063543
