                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.64571,                0.40509,                 0.8439,                  0.688,                0.53605,                0.58524,                0.41794,                0.98379,                0.63556,                0.95639,             0.00077761,             0.00077761,             0.00077761
                    149,                 0.6404,                0.40396,                0.83729,                0.60917,                0.46754,                0.53132,                0.37241,                0.98655,                0.63917,                 0.9565,             0.00077671,             0.00077671,             0.00077671
                    150,                0.64929,                0.41703,                0.84814,                0.45427,                 0.4866,                0.46044,                0.30102,                 1.0029,                0.65062,                0.96193,             0.00077581,             0.00077581,             0.00077581
                    151,                0.64335,                0.41125,                0.84442,                 0.6408,                0.43119,                0.47341,                0.31776,                 1.0003,                0.64922,                0.95728,             0.00077491,             0.00077491,             0.00077491
                    152,                 0.6207,                0.39436,                0.84255,                0.56912,                0.46538,                0.47881,                0.32641,                0.98613,                0.63452,                0.95454,             0.00077401,             0.00077401,             0.00077401
                    153,                 0.6368,                0.39725,                 0.8364,                0.57757,                0.46586,                 0.4635,                0.31416,                0.98535,                0.64829,                0.95269,             0.00077311,             0.00077311,             0.00077311
                    154,                0.62007,                0.40809,                0.84059,                0.55684,                0.49156,                0.45791,                 0.3143,                 1.0006,                0.66428,                0.95437,             0.00077221,             0.00077221,             0.00077221
                    155,                0.63894,                0.40301,                0.84649,                0.44701,                0.51136,                 0.4704,                0.31753,                0.99331,                0.63782,                0.94695,             0.00077131,             0.00077131,             0.00077131
                    156,                0.64181,                0.40155,                0.84046,                0.56454,                0.50686,                0.49447,                0.33039,                0.99898,                0.64472,                0.95683,             0.00077041,             0.00077041,             0.00077041
                    157,                0.61923,                0.39021,                0.83531,                0.74717,                0.46468,                0.52036,                0.35549,                0.99524,                0.64064,                0.95513,             0.00076951,             0.00076951,             0.00076951
                    158,                0.63839,                0.39954,                0.84406,                0.72887,                0.53536,                 0.5895,                0.40295,                0.98136,                0.63104,                0.95529,             0.00076861,             0.00076861,             0.00076861
                    159,                0.61972,                0.39026,                0.83866,                0.71317,                 0.5242,                0.53103,                0.35584,                0.99181,                0.63274,                0.95923,             0.00076771,             0.00076771,             0.00076771
                    160,                0.62183,                0.39316,                0.84182,                0.63948,                0.53511,                0.54272,                0.37151,                0.98171,                0.63553,                0.95277,             0.00076681,             0.00076681,             0.00076681
                    161,                0.63152,                0.40217,                0.83721,                0.67846,                0.47631,                0.55469,                0.38965,                0.98527,                0.65765,                0.94446,             0.00076591,             0.00076591,             0.00076591
                    162,                0.63238,                0.40169,                 0.8392,                0.85756,                0.50152,                0.57536,                0.38934,                 1.0035,                 0.6564,                0.95206,             0.00076501,             0.00076501,             0.00076501
                    163,                 0.6304,                0.41625,                0.84779,                 0.6801,                 0.4946,                0.56087,                0.37432,                0.99967,                0.66502,                  0.954,             0.00076411,             0.00076411,             0.00076411
                    164,                 0.6293,                0.39935,                 0.8404,                0.75615,                0.50381,                0.57332,                0.39086,                0.97024,                0.67184,                0.95788,             0.00076321,             0.00076321,             0.00076321
                    165,                0.61672,                0.39443,                0.84409,                0.65784,                0.55138,                0.54567,                0.38383,                0.97178,                0.65408,                0.95017,             0.00076231,             0.00076231,             0.00076231
                    166,                0.63249,                0.40085,                0.83727,                0.69878,                0.49997,                0.54843,                0.36857,                 1.0042,                0.65617,                0.96432,             0.00076141,             0.00076141,             0.00076141
                    167,                0.63298,                0.40242,                0.84969,                0.49053,                0.56944,                0.50588,                0.35814,                0.98286,                0.65496,                0.95372,             0.00076051,             0.00076051,             0.00076051
                    168,                 0.6153,                0.39694,                0.83708,                0.71661,                  0.527,                0.55882,                0.37909,                0.99306,                0.63575,                0.96735,             0.00075961,             0.00075961,             0.00075961
                    169,                0.62839,                0.39196,                0.84019,                0.52467,                0.59936,                0.55455,                0.36631,                  0.999,                0.62876,                0.96254,             0.00075872,             0.00075872,             0.00075872
                    170,                0.63098,                0.39608,                0.83261,                0.70892,                0.48611,                0.55216,                0.37285,                0.99461,                0.62247,                0.96464,             0.00075782,             0.00075782,             0.00075782
                    171,                0.62375,                0.39142,                 0.8366,                0.64761,                0.50497,                0.53676,                 0.3736,                0.98668,                0.63367,                0.95925,             0.00075692,             0.00075692,             0.00075692
                    172,                0.62166,                0.39173,                0.83415,                0.72376,                 0.5429,                0.60885,                 0.4391,                0.97602,                0.63122,                0.95603,             0.00075602,             0.00075602,             0.00075602
                    173,                0.62835,                0.39492,                0.84017,                0.77234,                0.50345,                0.59419,                0.41838,                0.97334,                 0.6089,                0.95352,             0.00075512,             0.00075512,             0.00075512
                    174,                 0.6137,                0.38649,                 0.8351,                0.73759,                0.53559,                0.60406,                0.41327,                 0.9798,                0.62453,                0.95367,             0.00075422,             0.00075422,             0.00075422
                    175,                0.60609,                0.38889,                0.83349,                0.60822,                0.49994,                0.52814,                 0.3602,                 0.9744,                0.62649,                0.95029,             0.00075332,             0.00075332,             0.00075332
                    176,                0.61388,                0.38538,                0.83212,                 0.5434,                0.46478,                0.47465,                0.32875,                 0.9886,                 0.6329,                0.95535,             0.00075242,             0.00075242,             0.00075242
                    177,                0.60099,                0.40104,                0.83258,                0.69159,                0.49533,                0.54692,                 0.3851,                0.99708,                0.63722,                0.95289,             0.00075152,             0.00075152,             0.00075152
                    178,                0.58748,                0.37056,                 0.8281,                0.68362,                0.42341,                0.52993,                0.36718,                0.99381,                0.64237,                0.95605,             0.00075062,             0.00075062,             0.00075062
                    179,                0.60472,                 0.3736,                0.83078,                0.59139,                0.54583,                0.55412,                0.39236,                0.96392,                0.63579,                0.95046,             0.00074972,             0.00074972,             0.00074972
                    180,                 0.5998,                0.37817,                0.83379,                0.57531,                0.54022,                0.52377,                0.36776,                0.98237,                0.62619,                0.95967,             0.00074882,             0.00074882,             0.00074882
                    181,                0.60878,                0.38478,                0.83986,                0.59053,                0.55789,                0.56466,                0.39311,                0.98779,                0.63241,                0.95994,             0.00074792,             0.00074792,             0.00074792
                    182,                0.59662,                0.38058,                0.83291,                0.76866,                0.50423,                0.55553,                0.39194,                0.98625,                0.62742,                0.96102,             0.00074702,             0.00074702,             0.00074702
                    183,                0.59479,                0.37379,                0.82791,                0.58567,                0.54991,                 0.5292,                0.35507,                0.96914,                0.62349,                0.95944,             0.00074612,             0.00074612,             0.00074612
                    184,                0.59552,                0.37494,                0.83146,                0.79982,                0.52144,                 0.5779,                0.39612,                0.98171,                0.62207,                0.95828,             0.00074522,             0.00074522,             0.00074522
                    185,                0.58862,                0.37234,                0.83198,                 0.7941,                0.50978,                0.58041,                0.37348,                0.98988,                0.63466,                 0.9543,             0.00074432,             0.00074432,             0.00074432
                    186,                0.62016,                0.38976,                0.83959,                0.75739,                0.52415,                0.57286,                0.36805,                0.99416,                0.65219,                0.95748,             0.00074342,             0.00074342,             0.00074342
                    187,                 0.5905,                0.37538,                 0.8327,                0.79066,                0.53044,                0.56908,                0.38841,                0.98068,                0.63279,                0.96463,             0.00074252,             0.00074252,             0.00074252
                    188,                0.60481,                0.38859,                0.83269,                0.71544,                0.56111,                0.58264,                0.39081,                0.98885,                 0.6195,                0.96738,             0.00074162,             0.00074162,             0.00074162
                    189,                0.60468,                0.37944,                0.83117,                0.77548,                0.49002,                0.56562,                0.38611,                0.99692,                0.63179,                0.95829,             0.00074072,             0.00074072,             0.00074072
                    190,                0.61386,                0.39072,                0.83933,                0.69738,                0.52291,                0.55692,                0.37445,                 1.0128,                0.64247,                0.96794,             0.00073982,             0.00073982,             0.00073982
                    191,                0.60513,                0.38125,                0.83705,                0.67113,                0.52855,                0.57759,                0.38522,                0.98211,                0.63348,                0.95918,             0.00073892,             0.00073892,             0.00073892
                    192,                 0.6046,                0.38069,                0.83613,                0.74412,                0.49278,                0.56719,                0.37766,                0.99006,                0.64725,                0.95916,             0.00073802,             0.00073802,             0.00073802
                    193,                0.60162,                0.38037,                0.83255,                0.72303,                0.50484,                0.56637,                0.37468,                0.98841,                0.65443,                0.95459,             0.00073712,             0.00073712,             0.00073712
                    194,                0.59426,                0.37369,                 0.8324,                0.58819,                0.51765,                0.52267,                0.35439,                0.98036,                0.64245,                0.95789,             0.00073622,             0.00073622,             0.00073622
                    195,                0.60068,                0.38162,                0.83297,                0.79436,                0.45818,                0.52464,                0.35193,                0.97604,                0.63688,                 0.9607,             0.00073532,             0.00073532,             0.00073532
                    196,                0.59983,                0.37629,                0.83095,                0.59248,                0.54659,                0.54809,                0.38152,                0.97027,                 0.6133,                0.95544,             0.00073442,             0.00073442,             0.00073442
                    197,                0.60428,                0.37936,                0.83431,                0.59776,                0.56258,                0.52645,                0.36586,                0.97295,                0.63532,                0.95521,             0.00073352,             0.00073352,             0.00073352
                    198,                0.59414,                0.37141,                0.83071,                0.70643,                0.53359,                0.55678,                 0.3856,                0.97923,                0.64259,                0.95473,             0.00073262,             0.00073262,             0.00073262
                    199,                0.59173,                0.37339,                0.82876,                0.70412,                0.49814,                 0.5435,                0.39196,                0.99084,                0.65597,                0.96018,             0.00073172,             0.00073172,             0.00073172
                    200,                0.59967,                0.37299,                0.82938,                0.66624,                0.53528,                0.53776,                0.38532,                0.98246,                0.66114,                0.95593,             0.00073082,             0.00073082,             0.00073082
                    201,                0.60237,                0.39591,                0.83342,                0.67557,                  0.557,                0.54965,                0.37844,                0.98212,                0.64206,                0.95416,             0.00072992,             0.00072992,             0.00072992
                    202,                0.58782,                0.37121,                0.83259,                0.81592,                0.49337,                0.55912,                0.39407,                0.97836,                0.66345,                0.95491,             0.00072902,             0.00072902,             0.00072902
                    203,                0.58607,                0.38264,                0.82816,                0.67461,                0.52223,                0.56562,                0.38553,                0.96803,                0.63553,                 0.9531,             0.00072812,             0.00072812,             0.00072812
                    204,                0.58836,                0.36933,                 0.8293,                0.71642,                  0.543,                0.59601,                0.42623,                0.99644,                0.64626,                0.96924,             0.00072722,             0.00072722,             0.00072722
                    205,                 0.5911,                  0.377,                0.83444,                0.81775,                0.53807,                0.61206,                0.42675,                 0.9851,                0.64548,                0.96116,             0.00072632,             0.00072632,             0.00072632
                    206,                0.60361,                0.37836,                0.82988,                0.69842,                0.53232,                0.54898,                0.38624,                0.97431,                0.64076,                0.95143,             0.00072542,             0.00072542,             0.00072542
                    207,                0.56955,                0.36244,                0.82227,                 0.6175,                0.54413,                0.55642,                 0.4062,                0.98533,                0.66004,                0.95368,             0.00072452,             0.00072452,             0.00072452
                    208,                0.59819,                0.37415,                0.83242,                0.69618,                0.49922,                 0.5587,                0.39477,                0.98569,                0.65157,                 0.9587,             0.00072362,             0.00072362,             0.00072362
                    209,                0.59447,                0.37401,                0.82955,                0.71817,                0.48492,                0.53875,                0.37203,                 1.0017,                0.65141,                0.97318,             0.00072272,             0.00072272,             0.00072272
                    210,                0.57614,                0.36927,                0.83051,                0.74198,                0.49177,                0.56379,                0.39751,                0.97186,                0.65646,                0.95388,             0.00072182,             0.00072182,             0.00072182
                    211,                0.57447,                0.38067,                0.82941,                0.69855,                0.56991,                0.58723,                0.42721,                0.95804,                 0.6446,                0.94394,             0.00072092,             0.00072092,             0.00072092
                    212,                0.58409,                0.37306,                0.82932,                0.77419,                0.53023,                0.57425,                0.42835,                0.96755,                0.64154,                0.95023,             0.00072002,             0.00072002,             0.00072002
                    213,                0.58304,                0.37144,                 0.8274,                0.77436,                0.52598,                0.56004,                0.41559,                0.96486,                0.63662,                0.95345,             0.00071912,             0.00071912,             0.00071912
                    214,                0.58392,                0.36856,                0.82806,                0.69868,                0.53588,                0.57359,                0.40221,                0.96593,                0.63559,                0.95098,             0.00071822,             0.00071822,             0.00071822
                    215,                0.58594,                0.36483,                0.82779,                0.79034,                0.51253,                0.59232,                0.40222,                0.96748,                0.62878,                0.95417,             0.00071732,             0.00071732,             0.00071732
                    216,                0.58384,                 0.3665,                0.82905,                0.70535,                0.52695,                  0.578,                0.41476,                 0.9761,                0.63425,                0.96024,             0.00071642,             0.00071642,             0.00071642
                    217,                0.57367,                0.36301,                0.83031,                0.77963,                0.51454,                0.57429,                0.40258,                0.97008,                0.63974,                0.96588,             0.00071552,             0.00071552,             0.00071552
                    218,                0.58965,                0.37259,                0.82922,                0.76164,                0.47518,                0.56874,                0.38849,                 0.9909,                0.63907,                0.95946,             0.00071462,             0.00071462,             0.00071462
                    219,                0.58135,                0.35924,                0.82772,                0.62401,                0.52963,                0.54375,                0.37794,                0.97658,                0.64006,                0.96223,             0.00071372,             0.00071372,             0.00071372
                    220,                0.57636,                0.36644,                0.82983,                0.70844,                 0.5558,                0.57206,                0.38959,                0.99959,                  0.629,                0.96487,             0.00071282,             0.00071282,             0.00071282
                    221,                0.58078,                 0.3667,                0.83158,                0.73398,                0.46534,                0.51573,                0.34687,                0.98087,                0.63241,                0.96174,             0.00071192,             0.00071192,             0.00071192
                    222,                0.57716,                0.36555,                0.82851,                0.70767,                 0.5208,                0.55849,                0.40806,                0.98237,                0.62326,                0.96767,             0.00071102,             0.00071102,             0.00071102
